spring,morning,manhattan,murray street,fatigued/drowsy,passenger vehicle,fair
spring,morning,manhattan,west street,fatigued/drowsy,passenger vehicle,good
spring,morning,manhattan,unknown,fatigued/drowsy,passenger vehicle,fair
spring,morning,manhattan,west street,fatigued/drowsy,passenger vehicle,good
fall,evening,brooklyn,kings highway,fatigued/drowsy,van,good
fall,morning,brooklyn,albany avenue,prescription medication,passenger vehicle,good
fall,morning,brooklyn,brooklyn avenue,pavement slippery,passenger vehicle,good
fall,morning,brooklyn,utica avenue,obstruction/debris,passenger vehicle,good
winter,morning,brooklyn,east 40 street,fatigued/drowsy,passenger vehicle,good
winter,afternoon,brooklyn,nostrand avenue,fatigued/drowsy,van,good
winter,morning,brooklyn,remsen avenue,failure to yield right-of-way,bus,good
winter,afternoon,brooklyn,linden boulevard,fatigued/drowsy,passenger vehicle,good
winter,morning,brooklyn,nostrand avenue,physical disability,passenger vehicle,good
winter,morning,brooklyn,kings highway,tire failure/inadequate,passenger vehicle,good
winter,morning,brooklyn,winthrop street,physical disability,passenger vehicle,good
spring,morning,brooklyn,utica avenue,physical disability,passenger vehicle,good
spring,morning,brooklyn,east 98 street,failure to yield right-of-way,passenger vehicle,good
spring,morning,brooklyn,east 28 street,traffic control disregarded,passenger vehicle,good
summer,afternoon,brooklyn,east 40 street,lost consciousness,passenger vehicle,good
summer,evening,brooklyn,church avenue,outside car distraction,passenger vehicle,good
summer,latenight,brooklyn,avenue d,failure to yield right-of-way,passenger vehicle,good
summer,latenight,brooklyn,linden boulevard,physical disability,passenger vehicle,good
summer,morning,brooklyn,linden boulevard,oversized vehicle,other,fair
summer,afternoon,brooklyn,linden boulevard,fatigued/drowsy,sport utility / station wagon,good
summer,afternoon,brooklyn,albemarle road,physical disability,passenger vehicle,good
summer,morning,brooklyn,veronica place,failure to yield right-of-way,passenger vehicle,good
summer,morning,brooklyn,utica avenue,backing unsafely,passenger vehicle,fair
summer,morning,brooklyn,church avenue,driver inattention/distraction,passenger vehicle,good
summer,morning,brooklyn,farragut road,physical disability,passenger vehicle,good
summer,morning,brooklyn,church avenue,driver inattention/distraction,passenger vehicle,good
summer,morning,brooklyn,church avenue,prescription medication,passenger vehicle,good
summer,morning,brooklyn,church avenue,turning improperly,passenger vehicle,good
summer,latenight,brooklyn,clarendon road,other vehicular,passenger vehicle,good
summer,afternoon,brooklyn,ralph avenue,other electronic device,passenger vehicle,good
summer,evening,brooklyn,east 51 street,backing unsafely,passenger vehicle,good
summer,morning,brooklyn,linden boulevard,driver inattention/distraction,van,good
summer,latenight,brooklyn,east 51 street,outside car distraction,passenger vehicle,good
summer,morning,brooklyn,clarkson avenue,driver inattention/distraction,passenger vehicle,good
summer,evening,brooklyn,east 94 street,failure to yield right-of-way,passenger vehicle,good
summer,afternoon,brooklyn,utica avenue,fatigued/drowsy,sport utility / station wagon,poor
summer,latenight,brooklyn,kings highway,fatigued/drowsy,passenger vehicle,good
summer,afternoon,brooklyn,tilden avenue,physical disability,passenger vehicle,good
summer,evening,brooklyn,avenue b,physical disability,passenger vehicle,good
fall,evening,manhattan,west 109 street,backing unsafely,passenger vehicle,fair
fall,morning,brooklyn,church avenue,pavement slippery,passenger vehicle,good
fall,morning,brooklyn,east 94 street,reaction to other uninvolved vehicle,passenger vehicle,good
summer,morning,manhattan,east houston street,turning improperly,taxi,good
fall,morning,brooklyn,rogers avenue,prescription medication,passenger vehicle,good
winter,morning,brooklyn,tilden avenue,turning improperly,passenger vehicle,good
summer,morning,manhattan,east 13 street,alcohol involvement,bus,good
winter,morning,brooklyn,clarkson avenue,backing unsafely,passenger vehicle,good
winter,morning,brooklyn,rogers avenue,lost consciousness,van,good
winter,morning,brooklyn,lenox road,failure to yield right-of-way,passenger vehicle,good
winter,morning,brooklyn,kings highway,pavement slippery,passenger vehicle,good
winter,morning,brooklyn,kings highway,failure to yield right-of-way,passenger vehicle,good
winter,morning,brooklyn,kings highway,other vehicular,passenger vehicle,good
winter,morning,brooklyn,remsen avenue,pavement slippery,van,good
winter,morning,brooklyn,east 53 street,pavement slippery,passenger vehicle,good
winter,morning,brooklyn,east 94 street,fatigued/drowsy,passenger vehicle,fair
summer,morning,brooklyn,65 street,turning improperly,passenger vehicle,good
summer,morning,brooklyn,65 street,driver inattention/distraction,passenger vehicle,good
summer,afternoon,brooklyn,11 avenue,other vehicular,passenger vehicle,good
summer,morning,brooklyn,14 avenue,view obstructed/limited,passenger vehicle,good
summer,morning,manhattan,east houston street,oversized vehicle,passenger vehicle,good
summer,morning,brooklyn,5 avenue,driver inattention/distraction,passenger vehicle,good
summer,afternoon,brooklyn,82 street,other vehicular,passenger vehicle,good
summer,evening,brooklyn,86 street,turning improperly,sport utility / station wagon,good
summer,morning,brooklyn,9 avenue,backing unsafely,livery vehicle,good
summer,morning,brooklyn,7 avenue,pavement slippery,livery vehicle,fair
summer,evening,brooklyn,5 avenue,driver inattention/distraction,sport utility / station wagon,fair
fall,morning,brooklyn,69 street,outside car distraction,passenger vehicle,good
fall,morning,brooklyn,13 avenue,traffic control disregarded,passenger vehicle,good
winter,morning,brooklyn,ft hamilton parkway,fatigued/drowsy,passenger vehicle,fair
winter,morning,brooklyn,68 street,physical disability,passenger vehicle,good
winter,afternoon,brooklyn,86 street,fatigued/drowsy,sport utility / station wagon,good
winter,morning,brooklyn,74 street,fell asleep,passenger vehicle,good
winter,morning,brooklyn,65 street,other vehicular,passenger vehicle,good
winter,morning,brooklyn,73 street,other vehicular,passenger vehicle,good
spring,morning,brooklyn,74 street,other vehicular,passenger vehicle,good
spring,morning,brooklyn,72 street,fell asleep,passenger vehicle,good
spring,morning,brooklyn,63 street,backing unsafely,livery vehicle,good
spring,morning,brooklyn,5 avenue,lost consciousness,passenger vehicle,good
spring,morning,brooklyn,65 street,fatigued/drowsy,passenger vehicle,good
spring,morning,brooklyn,ridge boulevard,other vehicular,passenger vehicle,good
spring,morning,brooklyn,3 avenue,fatigued/drowsy,passenger vehicle,good
summer,morning,brooklyn,97 street,fell asleep,sport utility / station wagon,good
summer,evening,brooklyn,75 street,fell asleep,passenger vehicle,good
summer,evening,brooklyn,14 avenue,physical disability,small com veh(4 tires),good
summer,evening,brooklyn,81 street,backing unsafely,sport utility / station wagon,good
summer,morning,brooklyn,4 avenue,driver inattention/distraction,passenger vehicle,good
summer,evening,brooklyn,65 street,physical disability,sport utility / station wagon,good
summer,afternoon,brooklyn,11 avenue,lost consciousness,sport utility / station wagon,good
summer,afternoon,brooklyn,ridge boulevard,physical disability,passenger vehicle,good
summer,morning,brooklyn,65 street,lost consciousness,passenger vehicle,good
summer,latenight,brooklyn,78 street,fell asleep,sport utility / station wagon,good
summer,evening,brooklyn,2 avenue,glare,passenger vehicle,good
summer,evening,brooklyn,13 avenue,fell asleep,sport utility / station wagon,good
summer,morning,brooklyn,86 street,turning improperly,passenger vehicle,fair
summer,morning,brooklyn,79 street,fell asleep,livery vehicle,good
summer,latenight,brooklyn,bay ridge parkway,physical disability,passenger vehicle,good
summer,afternoon,brooklyn,63 street,turning improperly,sport utility / station wagon,good
summer,morning,brooklyn,9 avenue,fell asleep,sport utility / station wagon,good
summer,evening,brooklyn,65 street,failure to yield right-of-way,passenger vehicle,good
summer,afternoon,brooklyn,67 street,fatigued/drowsy,passenger vehicle,good
summer,latenight,brooklyn,65 street,physical disability,passenger vehicle,good
summer,evening,brooklyn,85 street,backing unsafely,passenger vehicle,good
winter,morning,brooklyn,3 avenue,fatigued/drowsy,passenger vehicle,good
winter,morning,brooklyn,92 street,fatigued/drowsy,passenger vehicle,good
winter,afternoon,brooklyn,67 street,fatigued/drowsy,passenger vehicle,good
winter,morning,brooklyn,shore road,fatigued/drowsy,passenger vehicle,fair
winter,morning,brooklyn,64 street,backing unsafely,passenger vehicle,good
winter,morning,brooklyn,battery avenue,pavement slippery,livery vehicle,good
winter,morning,brooklyn,12 avenue,pavement slippery,passenger vehicle,good
winter,morning,brooklyn,11 avenue,physical disability,passenger vehicle,good
summer,morning,brooklyn,bank street,driver inattention/distraction,passenger vehicle,good
summer,morning,brooklyn,flatlands avenue,failure to yield right-of-way,passenger vehicle,good
summer,evening,brooklyn,flatlands 4 street,driver inexperience,passenger vehicle,good
summer,morning,brooklyn,avenue k,driver inattention/distraction,passenger vehicle,good
summer,latenight,brooklyn,flatlands avenue,driver inattention/distraction,passenger vehicle,good
summer,latenight,brooklyn,east 83 street,failure to yield right-of-way,passenger vehicle,good
summer,evening,brooklyn,foster avenue,failure to yield right-of-way,passenger vehicle,good
summer,afternoon,brooklyn,remsen avenue,physical disability,sport utility / station wagon,good
summer,morning,brooklyn,avenue k,passenger distraction,passenger vehicle,good
summer,evening,brooklyn,east 80 street,other electronic device,sport utility / station wagon,good
summer,evening,brooklyn,flatlands avenue,fatigued/drowsy,passenger vehicle,good
summer,afternoon,brooklyn,east 84 street,failure to yield right-of-way,passenger vehicle,good
summer,morning,brooklyn,glenwood road,driver inattention/distraction,passenger vehicle,good
summer,morning,brooklyn,flatlands avenue,driver inattention/distraction,passenger vehicle,good
summer,evening,brooklyn,glenwood road,failure to yield right-of-way,passenger vehicle,good
summer,latenight,brooklyn,rockaway parkway,driver inattention/distraction,passenger vehicle,good
summer,morning,brooklyn,foster avenue,view obstructed/limited,large com veh(6 or more tires),good
summer,afternoon,brooklyn,ralph avenue,lost consciousness,passenger vehicle,good
fall,morning,brooklyn,flatlands avenue,turning improperly,passenger vehicle,good
winter,morning,brooklyn,east 82 street,brakes defective,passenger vehicle,good
winter,afternoon,brooklyn,avenue d,fatigued/drowsy,passenger vehicle,good
summer,morning,brooklyn,farragut road,driver inattention/distraction,passenger vehicle,good
summer,latenight,brooklyn,remsen avenue,prescription medication,passenger vehicle,good
summer,evening,brooklyn,rockaway parkway,fatigued/drowsy,bus,good
summer,latenight,brooklyn,rockaway parkway,driver inattention/distraction,passenger vehicle,good
summer,latenight,brooklyn,remsen avenue,fatigued/drowsy,passenger vehicle,fair
summer,latenight,brooklyn,east 98 street,driver inattention/distraction,sport utility / station wagon,good
summer,afternoon,brooklyn,east 88 street,failure to yield right-of-way,van,good
summer,evening,brooklyn,east 80 street,fatigued/drowsy,passenger vehicle,good
summer,morning,brooklyn,east 108 street,traffic control disregarded,sport utility / station wagon,fair
summer,evening,brooklyn,flatlands avenue,passenger distraction,passenger vehicle,good
summer,morning,brooklyn,seaview avenue,backing unsafely,passenger vehicle,fair
summer,afternoon,brooklyn,paerdegat avenue north,lost consciousness,sport utility / station wagon,good
summer,evening,brooklyn,east 94 street,failure to yield right-of-way,passenger vehicle,good
summer,latenight,brooklyn,schenck street,other vehicular,passenger vehicle,good
summer,latenight,brooklyn,east 105 street,lost consciousness,passenger vehicle,good
fall,latenight,brooklyn,east 91 street,fatigued/drowsy,passenger vehicle,good
fall,latenight,brooklyn,flatlands avenue,fatigued/drowsy,passenger vehicle,good
fall,morning,brooklyn,avenue j,backing unsafely,passenger vehicle,good
winter,morning,brooklyn,farragut road,traffic control disregarded,passenger vehicle,good
winter,morning,brooklyn,east 80 street,alcohol involvement,passenger vehicle,good
winter,latenight,brooklyn,foster avenue,fatigued/drowsy,passenger vehicle,good
winter,morning,brooklyn,avenue n,pavement slippery,passenger vehicle,good
spring,evening,brooklyn,flatlands avenue,passenger distraction,sport utility / station wagon,fair
summer,latenight,brooklyn,avenue n,driver inattention/distraction,van,good
summer,morning,brooklyn,albemarle road,other vehicular,passenger vehicle,good
fall,morning,brooklyn,ocean avenue,traffic control device improper/non-working,passenger vehicle,good
winter,morning,brooklyn,flatbush avenue,other electronic device,passenger vehicle,good
winter,afternoon,brooklyn,church avenue,fatigued/drowsy,passenger vehicle,good
spring,morning,brooklyn,caton avenue,fatigued/drowsy,passenger vehicle,good
summer,evening,brooklyn,ocean avenue,oversized vehicle,sport utility / station wagon,good
