spring,latenight,manhattan,canal street,lost consciousness,passenger vehicle,fair
spring,evening,manhattan,varick street,driver inexperience,passenger vehicle,fair
spring,evening,manhattan,broome street,turning improperly,passenger vehicle,fair
spring,latenight,manhattan,broad street,reaction to other uninvolved vehicle,passenger vehicle,fair
spring,evening,manhattan,canal street,driver inexperience,passenger vehicle,fair
summer,evening,queens,junction boulevard,prescription medication,passenger vehicle,fair
spring,morning,manhattan,unknown,lost consciousness,passenger vehicle,fair
spring,evening,manhattan,unknown,backing unsafely,passenger vehicle,fair
spring,evening,manhattan,west street,fatigued/drowsy,passenger vehicle,fair
spring,evening,manhattan,varick street,driver inexperience,passenger vehicle,fair
spring,evening,manhattan,water street,fatigued/drowsy,passenger vehicle,fair
fall,evening,brooklyn,east 31 street,other vehicular,passenger vehicle,good
fall,evening,manhattan,south street,lost consciousness,passenger vehicle,fair
fall,evening,manhattan,pitt street,reaction to other uninvolved vehicle,passenger vehicle,fair
winter,evening,brooklyn,brooklyn avenue,lost consciousness,sport utility / station wagon,fair
winter,latenight,brooklyn,new york avenue,other vehicular,passenger vehicle,fair
winter,evening,brooklyn,kings highway,other vehicular,passenger vehicle,fair
winter,evening,brooklyn,kings highway,turning improperly,passenger vehicle,fair
spring,evening,brooklyn,church avenue,outside car distraction,passenger vehicle,fair
spring,evening,brooklyn,clarendon road,failure to yield right-of-way,passenger vehicle,fair
spring,evening,brooklyn,utica avenue,illness,passenger vehicle,fair
summer,latenight,brooklyn,new york avenue,traffic control disregarded,passenger vehicle,fair
summer,evening,brooklyn,remsen avenue,pavement slippery,passenger vehicle,fair
summer,evening,brooklyn,utica avenue,illness,passenger vehicle,poor
summer,evening,brooklyn,snyder avenue,traffic control disregarded,passenger vehicle,fair
summer,evening,manhattan,east houston street,other vehicular,passenger vehicle,fair
summer,evening,manhattan,bowery,fatigued/drowsy,taxi,fair
fall,evening,brooklyn,clarendon road,other vehicular,passenger vehicle,fair
fall,evening,brooklyn,bedford avenue,other vehicular,passenger vehicle,fair
fall,evening,brooklyn,lott street,other vehicular,passenger vehicle,fair
summer,latenight,manhattan,east 9 street,lost consciousness,passenger vehicle,fair
summer,latenight,manhattan,3 avenue,view obstructed/limited,passenger vehicle,fair
winter,evening,brooklyn,rockaway parkway,pavement slippery,sport utility / station wagon,fair
winter,evening,brooklyn,avenue b,other vehicular,passenger vehicle,fair
winter,evening,brooklyn,snyder avenue,prescription medication,passenger vehicle,fair
winter,evening,brooklyn,avenue b,traffic control disregarded,passenger vehicle,fair
winter,evening,brooklyn,kings highway,other vehicular,passenger vehicle,fair
winter,evening,brooklyn,brooklyn avenue,physical disability,sport utility / station wagon,fair
winter,evening,brooklyn,brooklyn avenue,pavement slippery,passenger vehicle,fair
winter,evening,brooklyn,east 37 street,traffic control disregarded,passenger vehicle,fair
winter,evening,brooklyn,utica avenue,failure to yield right-of-way,passenger vehicle,fair
winter,evening,brooklyn,clarkson avenue,driver inexperience,passenger vehicle,fair
summer,morning,brooklyn,86 street,other vehicular,passenger vehicle,fair
summer,afternoon,brooklyn,67 street,other vehicular,passenger vehicle,fair
summer,evening,brooklyn,65 street,failure to yield right-of-way,sport utility / station wagon,fair
