spring,afternoon,manhattan,vandam street,backing unsafely,passenger vehicle,fair
spring,afternoon,manhattan,west broadway,driver inattention/distraction,passenger vehicle,fair
spring,afternoon,manhattan,unknown,lost consciousness,passenger vehicle,fair
spring,afternoon,manhattan,canal street,driver inattention/distraction,passenger vehicle,fair
spring,afternoon,manhattan,church street,driver inexperience,passenger vehicle,fair
spring,afternoon,manhattan,west street,backing unsafely,passenger vehicle,fair
fall,afternoon,brooklyn,church avenue,turning improperly,passenger vehicle,good
fall,evening,brooklyn,avenue b,driver inattention/distraction,passenger vehicle,fair
fall,afternoon,brooklyn,kings highway,fatigued/drowsy,passenger vehicle,fair
fall,latenight,brooklyn,glenwood road,failure to yield right-of-way,passenger vehicle,good
fall,afternoon,brooklyn,rogers avenue,backing unsafely,passenger vehicle,good
fall,latenight,brooklyn,utica avenue,illness,bus,poor
fall,afternoon,brooklyn,new york avenue,driver inattention/distraction,bus,good
fall,afternoon,manhattan,delancey street,driver inattention/distraction,passenger vehicle,fair
fall,latenight,brooklyn,avenue d,physical disability,passenger vehicle,good
fall,latenight,brooklyn,church avenue,outside car distraction,passenger vehicle,good
fall,morning,brooklyn,snyder avenue,driver inattention/distraction,passenger vehicle,fair
fall,evening,brooklyn,snyder avenue,driver inattention/distraction,passenger vehicle,fair
fall,evening,brooklyn,kings highway,outside car distraction,passenger vehicle,fair
fall,latenight,brooklyn,utica avenue,driver inattention/distraction,passenger vehicle,fair
fall,afternoon,brooklyn,rutland road,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,farragut road,oversized vehicle,passenger vehicle,good
fall,evening,brooklyn,utica avenue,driver inattention/distraction,passenger vehicle,fair
fall,latenight,brooklyn,east 39 street,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,church avenue,backing unsafely,passenger vehicle,good
fall,evening,brooklyn,kings highway,prescription medication,passenger vehicle,fair
winter,afternoon,brooklyn,kings highway,failure to yield right-of-way,passenger vehicle,fair
winter,afternoon,brooklyn,rockaway parkway,driver inattention/distraction,passenger vehicle,fair
winter,afternoon,brooklyn,rockaway parkway,lost consciousness,passenger vehicle,fair
winter,morning,brooklyn,albany avenue,lost consciousness,passenger vehicle,fair
winter,morning,brooklyn,kings highway,lost consciousness,van,fair
winter,afternoon,brooklyn,ralph avenue,outside car distraction,sport utility / station wagon,fair
winter,afternoon,brooklyn,utica avenue,physical disability,passenger vehicle,poor
winter,afternoon,brooklyn,east 94 street,backing unsafely,sport utility / station wagon,fair
winter,morning,brooklyn,kings highway,prescription medication,small com veh(4 tires),fair
winter,afternoon,brooklyn,linden boulevard,brakes defective,passenger vehicle,fair
winter,afternoon,brooklyn,beverley road,driver inattention/distraction,passenger vehicle,fair
spring,morning,brooklyn,snyder avenue,failure to yield right-of-way,passenger vehicle,fair
spring,afternoon,brooklyn,lenox road,driver inattention/distraction,sport utility / station wagon,fair
spring,morning,brooklyn,snyder avenue,outside car distraction,passenger vehicle,fair
spring,latenight,brooklyn,kings highway,driver inattention/distraction,sport utility / station wagon,fair
spring,latenight,brooklyn,kings highway,outside car distraction,passenger vehicle,fair
spring,afternoon,brooklyn,rockaway parkway,physical disability,sport utility / station wagon,fair
spring,afternoon,brooklyn,kings highway,fatigued/drowsy,passenger vehicle,fair
summer,afternoon,brooklyn,avenue d,driver inattention/distraction,passenger vehicle,good
spring,afternoon,manhattan,montgomery street,driver inattention/distraction,passenger vehicle,fair
summer,latenight,brooklyn,kings highway,driver inattention/distraction,sport utility / station wagon,fair
summer,afternoon,brooklyn,rogers avenue,driver inattention/distraction,sport utility / station wagon,good
summer,morning,brooklyn,linden boulevard,driver inattention/distraction,sport utility / station wagon,fair
summer,afternoon,brooklyn,remsen avenue,driver inattention/distraction,passenger vehicle,good
fall,latenight,brooklyn,east 56 street,physical disability,passenger vehicle,good
fall,latenight,brooklyn,utica avenue,driver inattention/distraction,passenger vehicle,fair
fall,latenight,brooklyn,church avenue,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,linden boulevard,turning improperly,passenger vehicle,fair
fall,latenight,brooklyn,utica avenue,driver inattention/distraction,passenger vehicle,fair
fall,latenight,brooklyn,willmohr street,driver inexperience,passenger vehicle,good
fall,latenight,brooklyn,lenox road,traffic control disregarded,passenger vehicle,good
fall,latenight,brooklyn,schenectady avenue,driver inattention/distraction,passenger vehicle,fair
fall,evening,brooklyn,linden boulevard,fatigued/drowsy,passenger vehicle,fair
fall,morning,brooklyn,church avenue,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,erasmus street,traffic control disregarded,passenger vehicle,good
fall,morning,brooklyn,farragut road,driver inattention/distraction,sport utility / station wagon,fair
fall,morning,brooklyn,church avenue,glare,passenger vehicle,fair
fall,latenight,brooklyn,lenox road,brakes defective,passenger vehicle,good
fall,afternoon,brooklyn,farragut road,physical disability,passenger vehicle,good
fall,afternoon,brooklyn,church avenue,driver inattention/distraction,passenger vehicle,good
fall,evening,brooklyn,foster avenue,failure to yield right-of-way,passenger vehicle,fair
fall,evening,brooklyn,snyder avenue,prescription medication,passenger vehicle,fair
fall,afternoon,brooklyn,east 31 street,driver inattention/distraction,passenger vehicle,good
fall,morning,brooklyn,church avenue,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,linden boulevard,driver inattention/distraction,sport utility / station wagon,fair
fall,afternoon,brooklyn,utica avenue,fatigued/drowsy,passenger vehicle,fair
fall,evening,brooklyn,clarkson avenue,driver inattention/distraction,passenger vehicle,fair
fall,latenight,brooklyn,linden boulevard,driver inattention/distraction,passenger vehicle,fair
fall,evening,brooklyn,clarkson avenue,driver inattention/distraction,passenger vehicle,fair
fall,afternoon,brooklyn,east 58 street,driver inexperience,passenger vehicle,good
fall,afternoon,brooklyn,clarkson avenue,failure to yield right-of-way,passenger vehicle,fair
fall,latenight,brooklyn,linden boulevard,prescription medication,passenger vehicle,good
fall,morning,brooklyn,utica avenue,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,utica avenue,backing unsafely,sport utility / station wagon,fair
fall,afternoon,brooklyn,b avenue,driver inattention/distraction,van,good
fall,afternoon,brooklyn,rogers avenue,driver inattention/distraction,passenger vehicle,good
fall,evening,brooklyn,kings highway,lost consciousness,sport utility / station wagon,fair
fall,morning,brooklyn,avenue a,other vehicular,passenger vehicle,fair
fall,morning,brooklyn,kings highway,turning improperly,passenger vehicle,fair
fall,afternoon,brooklyn,clarkson avenue,driver inexperience,sport utility / station wagon,fair
fall,latenight,brooklyn,church avenue,other vehicular,passenger vehicle,fair
winter,morning,brooklyn,utica avenue,driver inexperience,van,fair
winter,afternoon,brooklyn,kings highway,traffic control disregarded,sport utility / station wagon,fair
winter,latenight,brooklyn,clarkson avenue,physical disability,passenger vehicle,fair
winter,morning,brooklyn,kings highway,pavement slippery,passenger vehicle,fair
fall,afternoon,brooklyn,5 avenue,driver inattention/distraction,passenger vehicle,fair
fall,morning,brooklyn,10 avenue,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,fort hamilton parkway,other vehicular,passenger vehicle,fair
fall,morning,brooklyn,89 street,pavement slippery,passenger vehicle,fair
fall,afternoon,brooklyn,65 street,failure to yield right-of-way,passenger vehicle,fair
fall,latenight,brooklyn,4 avenue,steering failure,sport utility / station wagon,fair
fall,afternoon,brooklyn,bay 8 street,pavement slippery,sport utility / station wagon,fair
fall,afternoon,brooklyn,65 street,other vehicular,passenger vehicle,fair
fall,evening,brooklyn,3 avenue,other vehicular,passenger vehicle,fair
fall,afternoon,brooklyn,64 street,traffic control disregarded,taxi,good
fall,evening,brooklyn,4 avenue,lost consciousness,sport utility / station wagon,fair
fall,afternoon,brooklyn,gatling place,other vehicular,passenger vehicle,fair
fall,afternoon,brooklyn,67 street,other vehicular,passenger vehicle,good
fall,latenight,brooklyn,11 avenue,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,5 avenue,other vehicular,passenger vehicle,good
fall,evening,brooklyn,86 street,driver inattention/distraction,van,fair
fall,afternoon,brooklyn,81 street,driver inattention/distraction,passenger vehicle,good
fall,afternoon,brooklyn,narrows avenue,other vehicular,passenger vehicle,good
fall,morning,brooklyn,bay ridge parkway,driver inattention/distraction,sport utility / station wagon,fair
winter,evening,brooklyn,3 avenue,view obstructed/limited,sport utility / station wagon,fair
winter,afternoon,brooklyn,65 street,other vehicular,passenger vehicle,fair
winter,afternoon,brooklyn,65 street,pavement slippery,pick-up truck,fair
winter,afternoon,brooklyn,3 avenue,lost consciousness,passenger vehicle,good
winter,morning,brooklyn,bay 8 street,outside car distraction,passenger vehicle,fair
winter,afternoon,brooklyn,bay ridge parkway,lost consciousness,passenger vehicle,fair
winter,morning,brooklyn,65 street,driver inattention/distraction,passenger vehicle,fair
winter,morning,brooklyn,79 street,physical disability,passenger vehicle,fair
winter,morning,brooklyn,65 street,outside car distraction,passenger vehicle,fair
winter,morning,brooklyn,7 avenue,lost consciousness,passenger vehicle,fair
winter,latenight,brooklyn,bay ridge avenue,traffic control disregarded,passenger vehicle,fair
